Iteration,PrismaDur,MonoDur,SplitDur,MonoSize,SplitSize,Reduction%
63,93.49730000000272,677.0123999999996,99.85329999999522,17636708,1131567,93.58
64,85.92870000000403,677.3824999999997,101.38300000000163,17636708,1131567,93.58
65,90.74590000000171,668.4161000000022,98.494200000001,17636708,1131567,93.58
66,87.56489999999758,697.8868999999977,100.90170000000217,17636708,1131567,93.58
67,95.60380000001169,681.363200000007,106.00890000000072,17636708,1131567,93.58
68,89.29639999999199,677.6442999999999,100.5,17636708,1131567,93.58
69,91.44749999999476,690.7258999999904,98.17450000000827,17636708,1131567,93.58
70,85.204899999997,681.2982999999949,96.42750000000524,17636708,1131567,93.58
71,89.34769999999844,663.8724000000075,96.21890000000712,17636708,1131567,93.58
72,89.94970000001194,701.040399999998,101.26660000000265,17636708,1131567,93.58
73,87.65509999998903,647.9337999999989,108.08030000000144,17636708,1131567,93.58
74,87.84799999999814,673.1914000000106,101.80710000000545,17636708,1131567,93.58
75,91.62850000000617,653.3652999999904,99.22520000000077,17636708,1131567,93.58
76,106.18439999999828,693.7832000000053,126.76880000000529,17636708,1131567,93.58
77,87.90639999999257,660.1143000000011,100.86900000000605,17636708,1131567,93.58
78,93.45930000000226,662.3173000000097,99.78919999999925,17636708,1131567,93.58
79,101.1030000000028,677.527900000001,99.68189999999595,17636708,1131567,93.58
80,106.21059999999125,674.0298999999941,114.76260000000184,17636708,1131567,93.58
81,91.74320000001171,685.6699999999983,106.40630000000237,17636708,1131567,93.58
82,93.5460000000021,676.1145999999862,98.10669999998936,17636708,1131567,93.58
83,108.11629999999423,662.3000000000029,99.60259999999835,17636708,1131567,93.58
84,87.79179999999178,674.5481,101.19479999999749,17636708,1131567,93.58
85,100.05100000000675,659.5935000000027,97.55869999999413,17636708,1131567,93.58
86,103.03579999999783,677.5962,97.70269999999437,17636708,1131567,93.58
87,91.85989999999583,683.4239999999991,100.24220000000787,17636708,1131567,93.58
88,87.98050000000512,698.8813999999984,95.81440000000293,17636708,1131567,93.58
89,99.93659999998636,666.3073000000004,99.28889999999956,17636708,1131567,93.58
90,88.67149999999674,671.9968000000081,98.72480000001087,17636708,1131567,93.58
91,90.84549999999581,659.6373000000021,100.71920000000682,17636708,1131567,93.58
92,88.70150000001013,698.0838999999978,96.70329999999376,17636708,1131567,93.58
93,86.70570000000589,661.9838000000018,96.93989999999758,17636708,1131567,93.58
94,89.11719999999332,1175.508799999996,95.88430000000517,17636708,1131567,93.58
95,102.08979999998701,697.3214000000007,101.07259999999951,17636708,1131567,93.58
96,87.75110000000859,668.8343000000023,96.57229999999981,17636708,1131567,93.58
97,88.50190000000293,656.0625,95.63809999999648,17636708,1131567,93.58
98,85.51870000000054,676.3920999999973,110.8457999999955,17636708,1131567,93.58
99,88.06239999999525,694.641300000003,101.18989999999758,17636708,1131567,93.58
100,90.7734000000055,685.2540000000008,106.7390000000014,17636708,1131567,93.58
